video_id,title,description,tags
01297658a3104ac363f89bf0a569237b,МультНайтШоу. Выпуск 4. В гостях Харламов,"МультНайтШоу – еженедельное юмористическое нарисованное вечернее шоу, где обсуждаются актуальные новости страны и мира. В этом выпуске мы пригласим в нашу студию анимационного Гарика Харламова,  разберемся с интернетом в регионах и узнаем куда переезжает жить Панин.  По вопросам рекламы пишите на email","Массовая культура: Юмор и сатира, Новости и политика: Международные новости"
51304cc9ff8e942ce481282b6952dd86,Артмеханика. Концерт группы TIHOTIHO,Концерт группы TIHOTIHO,"Массовая культура, Карьера"
a12eeb1aaff250bb4e7755042726477c,Мама 21 века| Выпуск 6| Раздел совместно нажитого имущества через суд,Одним из главных вопросов при разводе является раздел совместно нажитого имущества.  Как происходит решение этого вопроса через суд и на что могут претендовать бывшие супруги?  Об этом в сегодняшнем выпуске “Мама 21 века” расскажет  Марина Дворникова.,Семья и отношения: Развод
a13338b2adcbe3dbb441c5f6e0e3d7da,"100 главных русских изобретений | Выпуск 6| система Станиславского, съедобная посуда, лампочки.","Это открытие известно и в России, и в Голливуде. Система Станиславского — теория сценического мастерства. Как 100 лет спустя систему Станиславского разложили до нейробиологии, и она стала частью новых техник, которым сейчас учатся не только актёры, но и домохозяйки, бизнесмены, чиновники и даже судьи. Тонкости актёрской профессии от Нонны Гришаевой. Инновация от российских учёных — съедобная посуда. Съедобные тарелки, стаканы и даже трубочки для коктейлей. Ведущий отправляется в «Экспериментариум», чтобы провести научный эксперимент «умной посуды» на вкус. 150 лет первому в мире уличному электрическому фонарю! Ведущий отправляется в Санкт-Петербург, именно там зажглись первые фонари, и работал Александр Лодыгин — великий изобретатель, включивший свет для всего мира.","Массовая культура, Наука"
f147d416e46c1ed3b19e34c9f355a378,"Вячеслав Василевский оценит! Не юмористический, а реальный баттл: Юнусов и ""Люсёк"" Сорокин","Роман Юнусов попробовал себя в спортивной гимнастике и бадминтоне, но пройдёт ли он ещё более интенсивную тренировку от профессионального бойца ММА? Ведущий позвал проверить свои силы резидента Comedy Club Дмитрия «Люська» Сорокина. Могут ли юмористы держать удар - предстоит узнать звездному тренеру Вячеславу Василевскому и зрителям шоу «Спортивный интерес». По вопросам рекламы пишите на email","Спорт, Массовая культура"
9143ffe5052ed8b7a482ce347cc69397,Не пропусти! Akmal' в гостях «МузЛофт-Подкаста» — 17 июля в 15:00 на RUTUBE,Смотри 17 июля в 15:00,"Музыка и аудио: Комедия и стендап (Музыка и аудио), События и достопримечательности: Концерты и музыкальные мероприятия"
61575021ed9ef2f2804c65666c16d1e9,Тяпа | #22 | ТЯПА И ЧЕРНОБЫЛЬ В АРМИИ. ДМБ 2022. ПОБЕГ ИЗ ЧАСТИ.,"Лиза и Ксюша дарят Тяпе и Андрею на 23 Февраля необычный подарок – один день в армии! Приняв всё за розыгрыш, парни даже не подозревают, что им придется полностью ощутить на себе все тяготы и лишения военной службы. Контуженный прапор, чай с бромом в армейской столовой и даже побег в самоволку – всё это и многое другое в спецвыпуске к 23 Февраля!",Массовая культура: Юмор и сатира
6159b963730426f3d3e8ef52a2ee206d,Абьюз-шоу | Выпуск № 11 часть 1 | Кристина Кривонос,"Героиней нового выпуска Абьюз-шоу стала Кристина Кривонос. Девушка участвовала в проекте в рамках обсуждения темы школьного буллинга. Но услышав историю Кристины, Саша Кабаева и Сергей Селезнев не смогли пройти мимо и решили ей помочь.","Массовая культура: Юмор и сатира, Семья и отношения"
0147494427fd7c8ca54c01648485693a,Рабиа Халилли. Интервью с дизайнером проекта «Фея-крестная»,"Как сшить кутюрное платье за сутки? Сколько стоит самый дорогой наряд в проекте «Крестная фея»? А во сколько обошлось клиентке Sovereign «Платье Грейс»?  Рабиа Халилли – дизайнер и соведущая шоу «Фея-крестная» – рассказала об экстремальном пошиве нарядов для героинь проекта, о ночных съемках, а еще эксклюзивно для RUTUBE провела экскурсию по ателье «Sovereign».",Стиль и красота: Женская мода
c171f18053b576bf9b6965be3d2cc015,Тот Самый Мент I Выпуск 66 I Начальнику все-таки показали грудь?,"Подписывайся на самое вкусное шоу на Rutube «Максим Народный» - / Ура! Новый выпуск нашего любимого Максима Константиновича уже на канале! Любимые шутки, любимые герои, любимый Начальник, и, конечно же, Оля ПДН – все это ждет тебя! Жми лайк, ракету, репосты, в общем, все, что тебе хочется! Приятного просмотра!  По вопросам рекламы пишите на email 16+",Массовая культура: Юмор и сатира
f163b76c109deabb92ce6fd1c5fd9cff,Диктант со звездой | Выпуск 6 | Богдан Титомир,"В этом выпуске - Богдан Титомир останется один на один с учительницей русского языка, которая проверит гостя на грамотность, а также на реакцию к шуткам, которые написаны под него в диктанте. На протяжении выпуска Богдан будет спорить с учительницей и доказывать правильность написания текста, но в итоге получит свою заслуженную оценку.",Массовая культура: Юмор и сатира
3152309035b37ede20f67dc43b2897e6,Сколько Стоит Успех: Юра Омельченко – главный арт-дилер российского рынка современного искусства,"В этом выпуске вы узнаете, как Юра Омельченко возглавил собственную галерею современного искусства в Москве, насколько развит арт-рынок в России, и кем выгоднее быть: художником или галеристом. Все секреты о том, как заработать на рынке современного искусства – тут. Смотри и делись своим впечатлением в комментариях под видео!  По вопросам рекламы пишите на email","Личные финансы, Карьера"
d1739b7f468df06950481fdf6641e45c,"Почетный гражданин | Татьяна Строкова и 4akiboy: поездка в Рязань, местные традиции и челленджи","В этом выпуске Таня Строкова вместе с VJ Чаком поедут исследовать Рязань. Они попробуют местные традиционные блюда, пройдутся по историческим местам и выполнять главный челлендж.  #путешествия #лайфстайл #городароссии","События и достопримечательности: Исторические места и достопримечательности, Путешествия, Массовая культура"
e17b2853fb5f54b05ae0d59e816f170d,ШЛЯПА | Выпуск 32,"Если ты пересмотрел все выпуски +100500, и ждёшь нового треша? Тогда скорее смотри новый выпуск шоу «Шляпа», в котором Андрей, Тяпа и Лиза будут показывать видосы, которые нравятся им. Кто будет выполнять жесткое наказание, ты узнаешь прямо сейчас!",Массовая культура: Юмор и сатира
016be89520c118d8c2cea498b6073842,"Мичелз, Обед ""Спортивный"" | Kitchen Stories | Выпуск 1","Герой выпуска и наш первый гость Мичелз - молодая звезда RnB музыки! Миша приготовит нам спортивный обед,  расскажет о том как появилась песня ""Мне пох"" (да, именно Мичелз ее и написал) и ответит на главный вопрос 2021 года ""Donda или ""Certified lover boy"".","Еда и напитки: Кулинария, Массовая культура"
c1a703c9c7304be8e217e18ab2b5cd8b,Тот Самый Мент I Выпуск 68 I Последний рабочий день мента,"Подписывайся на самое вкусное шоу на Rutube «Максим Народный» - /  Ура! Новый выпуск нашего любимого Начальника уже на канале! Любимые шутки, любимые герои, любимый Максим Константинович – все это ждет тебя! Жми лайк, ракету, репосты, в общем, все, что тебе хочется! Тем более что серия – новогодняя! Приятного просмотра!  По вопросам рекламы пишите на email 16 +",Массовая культура: Юмор и сатира
6197892a66f7c10c3f0ca14a95d61bc8,Стендап гороскоп: Дима Орлов про Рыб,"В новом выпуске шоу «Стендап гороскоп» Дима Орлов расскажет про самый неразговорчивый знак зодиака. Узнаем, что уготовила судьба Рыбам в новом 2022 году.","Религия и духовность: астрология, События и достопримечательности: Комедия и стендап"
a189a686c63b0fbcbc9d07467e88be99,Смехмашина | Выпуск 7,"Очередной выпуск Смехмашины, в котором принимают участие Сундук, Егор и Тяпа. Как вы думаете, кто расскажет самый смешной анекдот? Думаю, что даже у Петросяна мало шансов на победу! Конкуренция бешеная, поэтому смотри скорее эту серию!",Массовая культура: Юмор и сатира
e196f6aadf36985398fc6b43d0036a89,"Такой расклад. Эфир 31 | Руны | Ответы на ваши вопросы о том, что волнует здесь и сейчас",В этом выпуске «Такой расклад» отвечать на вопросы зрителей будет рунолог Артём Ястребов в компании ведущего Сергея Терре. Включайте прямой эфир в 20:00! Вопросы на любые темы можно задавать в чате во время трансляции и по ссылкам: Telegram-бот   Официальная страница RUTUBE -23459697_150161,Религия и духовность: астрология
4184762cc32e1a4a3da074bacfd775c8,Шеф I Выпуск 4 I Бефстроганов,"В этом выпуске «Шефа» Павел Коклюшкин приготовит бефстроганов из говядины и поделится секретом, благодаря которому мясо получится очень нежным.",Еда и напитки: Кулинария
216c70b083cdd8deb59f5866d59b60dc,"Команда ""Водоход"" в ГрандТуре-2022: Байкальск","Команда «Водоход» рассказывает об озере Байкал и визите на закрытый в настоящее время Байкальский целлюлозно-бумажный комбинат. В рамках федеральной программы развития моногородов теперь здесь могут быть созданы объекты туризма, в частности, экологические тропы, которые свяжут Байкальск с местными природными достопримечательностями. Аккаунт команды в Rutube - / ………… ГрандТур «Байкальская миля 2022. Места силы» - это грандиозное автопутешествие, состоявшееся с 20 февраля по 9 марта. В этом пробеге приняли участие 14 команд, стартовавших из Санкт-Петербурга, Москвы, Казани и Владивостока и финишировавших в селе Максимиха, месте проведения Фестиваля скорости «Байкальская миля». Каждая команда получила свой уникальный маршрут и по 6 заданий, разделенных на темы: «География», «Патриотика», «Экология», «Общество», «Моя «Байкальская миля» и «Самостоятельное задание», в рамках которого участники могли рассказать своим зрителям о том, что считают нужным и важным. #baikalmile2022 #ГрандТурБайкальскаяМиля2022 #местасилы #энтузиастыскорости #гкфск #байкальскаямиля #baikalmile #водоходъ #rutube #мотовесна #finecustommechanics #fire_center #РГО #бурятиябольшечембайкал #МузейПобеды #ркспорт","Путешествия, События и достопримечательности: Спортивные события, Транспорт"
2170fb9a68932b49384c6bb9f52862c6,Три лошадиные силы I Выпуск №8,"В новом выпуске ""3 лошадиные силы"" Саша, Макс и Авет ни разу не сядут за руль. Но машин будет уничтожено больше, чем за всю историю шоу. Парни сыграют в морской бой... тачками! Взрывающимися тачками! Кто из капитанов победит? А кто отправит свой автофлот на корм рыбам? Палундра, всем на борт!","Транспорт, Массовая культура"
a1a4c975ddc44ffa099f29904f2aee8c,МузЛофт - подкаст | Ирина Дубцова. О нём. О себе. Обо всём,"Сверхскоростной интернет pre-5G доступен всем абонентам тарифов ""МегаФон 3.0"" бесплатно    Сегодня у нас в гостях чемпионка Фабрики звезд, очаровательная, голосистая, прекрасная - Ирина Дубцова. Из выпуска вы узнаете о веселых гастролях Фабрики Звезд и нынешней жизни Ирины. Она споет вечные хиты и поделится свежим музыкальным материалом. Как всегда, вас ожидает мощный, сочный, музыкальный выпуск. И за это, мы всего лишь просим нажать на ракету ;)  00:34 В этом выпуске 01:50 Ирина Дубцова – «О нем» 05:28 Как фанаты называют Ирину Дубцову 06:41 Гастроли с «Фабрикой Звезд» 08:14 Что носили звезды «Фабрики Звезд» 09:27 С кем из «Фабрики» до сих пор общается 10:16 История про Баскова от Ярушина 11:34 Почему не поет свой главный хит 12:12 Кому посвящена песня «О нем» 16:34 Как относятся бывшие участники к «Фабрике Звезд» 17:13 Игорь Крутой – «Незаконченный роман» 19:40 Кем был отец Ирины Дубцовой 21:26 Celine Dion – «My heart will go on» 25:44 Любовь к Валерию Леонтьеву из детства 26:14 Валерий Леонтьев – «Дельтаплан» 29:39 Любимая песня Ярушина у Дубцовой 30:29 Почему не вышла песня «Как бы не так» 33:17 Ирина Дубцова – «Как бы не так» 36:26 Как Ирина пишет другим артистам 38:39 Дима Билан – «Химия» 40:58 Кто из артистов плохо исполнил ее песни 42:34 С каким артистом хотела бы поработать 46:03 Какой была жизнь после «Фабрики Звезд» 49:05 Дубцова о депрессии 50:56 Хобби и пристрастия Ирины Дубцовой 52:56 Как Ирина вдохновлялась творчеством Верки Сердючки 54:10 Как относится к плагиату своих песен 55:59 Ирина Дубцова – «Песня про Ярушина» 57:45 Что сложнее: быть участником или в жюри 01:00:34 Bon Jovi – «It’s my life»","Музыка и аудио: Комедия и стендап (Музыка и аудио), События и достопримечательности: Концерты и музыкальные мероприятия"
71811e8defec7d48a91a83e934f86d00,Такой расклад. Эфир 2. Руны. Про любовь,"В этом выпуске шоу «Такой расклад» вы увидите рунолога, практикующую жрицу Египетского и Скандинавского пантеонов Дарью Холикэт в компании ведущего Сергея Терре. Встречаемся в 20:00! Тема недели и этого выпуска – любовь. В прямом эфире Дарья с помощью рун ответит на вопросы зрителей о романтических отношениях с партнёром, взаимных и невзаимных влюблённостях, поиске второй половины – любых аспектах, связанных с темой. Кроме того, попросим Дарью с помощью рун посмотреть на отношения одной звёздной пары. Дорогие зрители, вопросы можно задавать в чате прямо на странице трансляции! А также по этим ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_132879 В пятницу 11 ноября в 20:00 на вопросы ответят метафорические ассоциативные карты и мак-терапевт, психолог – Вероника Копейко. На следующей неделе – новые темы, сейчас – самое время задать вопрос о любви!",Религия и духовность: астрология
91a7789247a66c4316ad08721bdeb95d,Свидание с прицепом. Татьяна Богачёва и дочь Мирра,"Главными героями новой серии шоу «Свидание с прицепом» стали солистка легендарной группы «Инь-Ян» Татьяна Богачёва и её дочь Мирра. Из шести претендентов она отобрала для своей мамы лучшего, но согласится ли звезда отправиться на свидание с этим счастливчиком за пределами студии?",Массовая культура: Юмор и сатира
91abdb8057dbe7cd02a524cba60e5a6f,Чувство страха [Трейлер],"Известный российский блогер, певица и актриса Карина Кросс встретится с 10 незнакомцами, у каждого из которых есть особенная фобия. Звезде нужно отгадать, кто и чего боится… Иначе ей придется встретиться со своим страхом лицом к лицу. По вопросам рекламы пишите на email",Массовая культура: Юмор и сатира
91b37ef929850ed0fe0b862cb2b6d82b,TikTok Дайджест I Выпуск 14 I Обман от Шипа! Офис TikTok откроется в России?,"Тренды от японцев, крутые косплеи, чипсы от Ивлеевой и фит года от Милохина. Подборка свежих новостей и трендов уже в новом выпуске дайджеста!","Массовая культура, Хобби и интересы"
e1b476bbbbd81d03bbbce7466a961c6f,"Все не так I Выпуск 7 I Почему викинги с рогами, а индейцы – краснокожие?","Видели в кино и книгах викингов в рогатых шлемах? А краснокожих индейцев? Придется развидеть! Потому что кое-что из их биографии окажется не так, как вы представляли.  Не говоря уж о нашем эксперименте в конце выпуска: покажем, как что-то может быть одновременно жидким и твердым. Скорее включайте выпуск “Всё не так”.  По вопросам рекламы пишите на email","Наука, Образование"
719cd00cd1950e6c12baa6d20dce447c,Тот самый мент I Выпуск 59 I Мент уговорил Олю ПДН?,"Сериал ""Салют, Начальник"" уже тут. Переходи и смотри! 👉 /  Подписывайся на самое вкусное шоу на Rutube «Максим Народный» - /  Встречайте очередной легендарный выпуск про приключения Начальника и Ольги ПДН, которые снова патрулируют район с целью обеспечения порядка! В этой серии вас ожидает яркая победа Начальника и его команды на районных соревнованиях! Включай видео! По вопросам рекламы пишите на email",Массовая культура: Юмор и сатира
91c595da4cc046e1113859e840958efb,"Такой расклад. Спросите у карт Таро, какой мужчина вот-вот придёт в вашу жизнь","Этот расклад – для девушек, которые хотят узнать, что за мужчина вскоре придёт в вашу жизнь. Кто прервёт ваше одиночество? Подскажут карты Таро и Ксения Pro_Taro. А если хотите задать личный вопрос и получить ответ от карт Таро или рун – включайте прямые эфиры «Такой расклад» каждый понедельник, вторник и четверг в 20:00! По вопросам рекламы пишите на email",Религия и духовность: астрология
f1ca5b6d7f51f6761160560f1abf9f24,Один выходной | Выпуск 23 | Экскурсии,"Сегодня Ташэ станет вашим экскурсоводом по Москве в прямом смысле этого слова, она расскажет, где можно заказать лучшую экскурсию, какие места считаются самыми красивыми. Вы увидите в этой программе Вернисаж и покатаетесь на двухэтажном автобусе.","Путешествия, События и достопримечательности: Исторические места и достопримечательности"
01bd6b00e670655ca7ff484ff55d8ad9,ПО РУКАМ #8,Никита Юрковец и Низами Тагиев откроют этот выпуск. ПРО-АРМ: встреча «Сибирского Халка» Артема Гришина и «Капитана Хука» Адама Баркинхоева.  ПОП-АРМ: Андрей Качалин или Виктор Блуд – кто станет победителем сезона?,"Спорт, Массовая культура"
11d53b5fa5ac7709919ffcfd01150a3a,PykoJob | Выпуск 3 | Оживить устаревший интерьер,"Как с бюджетом в 25 тысяч рублей оживить устаревший интерьер? Ведущая  Алиса и дизайнер Наталья обустраивают интерьер спальни, подчеркивая классический стиль акцентными деталями. Узнайте больше о разных стилях в интерьере в новом выпуске Рукоджоб!",Дом и сад: Дизайн интерьера
71b4f52775492b2d98b96842b5bf958b,"Такой расклад. Узнайте у карт Таро, какие изменения в личной жизни произойдут совсем скоро","Давайте поговорим о сокровенном. Личная жизнь… Какие перемены в делах сердечных вот-вот произойдут? Ксения Pro_Taro сделает расклад и поможет вам заглянуть в будущее. Расклад актуален не только в день публикации – в любой момент! А если хотите задать личный вопрос и получить ответ от карт Таро или рун – включайте прямые эфиры «Такой расклад» каждый понедельник, вторник и четверг в 20:00! По вопросам рекламы пишите на email",Религия и духовность: астрология
71bc851a38e363130743447d921f9dca,"100 главных русских изобретений | Выпуск 3 | Цветная фотография, умный дом, искусственное сердце","Цветная фотография - изобретение, вошедшее в наш топ-100, — сенсибилизатор, благодаря которому цветные фотографии вышли на новый уровень изображения. В 2023 году исполняется 160 лет со дня рождения “отца цветной фотографии” Сергея Прокудина-Горского. Что нового придумал Прокудин-Горский и как это работает? Ведущий узнает это, воссоздав исторический  метода фотосъёмки. Умный дом - инновация от российских учёных — новейшая начинка самых «умных домов». Свет зажигается автоматически, вода перекрывается одним кликом по телефону — всё это уже реальность.  Искусственное сердце - удивительная история человека, который заставил биться искусственное сердце. Владимир Демихов, на тот момент студент третьего курса МГУ, своими руками сконструировал первое в мире искусственное сердце и вживил его собаке.  Ведущий отправляется в лабораторию по выращиванию органов, чтобы узнать, как российское изобретение используется и совершенствуются сейчас.","Информационные технологии: Бытовая электроника: Фотоаппараты и видеокамеры, Дом и сад: Умный дом"
51d1cf74bc5e84c7685a5f3afa203e73,Пацанский клининг. Шоу «ЧистоТачка» | Леди в серебре | Выпуск 20,Впервые в шоу «ЧистоТачка» Тяпе и Егору придется наводить чистоту в машине своей подписчицы. Оценит ли она труды блогеров или их ждет беспощадное наказание?,Массовая культура: Юмор и сатира
61f4f59c097f6ddce213833f5e1bc52c,Антон Протеинов I #24 I Что ты должен знать о брейкдансе,"В этом выпуске легенда спорта расскажет всё про танцы. Ведь танцы – это тоже спорт. Антон Протеинов разберет все элементы брейкданса, продемонстрирует свои умения в танцевальном батле и объяснит, почему этот вид танца можно считать самым спортивным.",Массовая культура: Юмор и сатира
31f032a104b535631926223400c2c7d9,Артмеханика. Сезон 2. Выпуск 5. Лук нашего времени + X-DRUMS.,"В гостях у “Артмеханики” замечательный российский дизайнер и персона - Саша Петлюра вместе с модельером  Анной Саркисян (SNRD) рассуждают о том, как  образ отражает эпоху. А вы знаете, какие вещи вне времени? Смотрите выпуск проекта  #Артмеханика “Лук нашего времени”. За музыку отвечают X-DRUMS.","Стиль и красота: Дизайнерская одежда, Карьера"
b1d77da00cd4df1b1274ce63092c854a,$1000 шоу | 12 выпуск | Пляжная гонка,"Новый выпуск 1000$ шоу это 6 кругов песка, пыли, запаха выхлопа, пляжных зонтиков, лежаков и надувных кругов. Есть только пилот и его лучшее время. Новый челлендж Дима Гордей назвал «Пляжная гонка». А 1000$ в ней заберет тот подписчик, который будет быстрее остальных на самой длинной трассе за все 12 выпусков. Разумеется без дополнительных сложностей для пилотов не обошлось. Это будет по настоящему быстро!","Транспорт, Спорт: Автогонки, Массовая культура"
c20816574d18f251cc0cb896aed1b58b,"CarJitsu. 4 сезон, 2 серия. Елена Беркова vs Олеся Малибу","CarJitsu — бои в формате POP MMA, где вместо ринга бойцы сражаются в салоне автомобиля. В этом выпуске самые опасные и беспощадные!  Елена Беркова и Олеся Малибу осталось ли что-то от машины, в которой они встретились!  По вопросам рекламы пишите на email","Спорт: Борьба, Массовая культура"
f1e6e04929cbee1809d89d6fb4a70f1d,Женсовет | Выпуск 4 | Бытовой сексизм и женщина у плиты |В гостях Дарья Серенко,"Женское дело — варить борщи, мужское дело — прибивать полки. Что не так с этими утверждениями? Что заставляет нас разделять обязанности на женские и мужские? И почему это в корне неверно? Обсуждаем бытовой сексизм в новом выпуске Женсовета вместе с фем-активисткой Дарьей Серенко.  Аида Алиса  В гостях: Даша / в Instagram  01:28 О Даше 05:22 Об интересах мужчин 06:03 Что такое бытовой сексизм? 08:07 Кто должен нести чемодан? 10:55 Случай Даши в метро, что считается оскорблением? 13:01 Ассоциация мужчин с женщинами 15:00 Бытовой сексизм внутри семьи 16:18 История Алисы 19:40 Нужно ли быть хозяйственной, чтобы понравиться мужчине? 20:00 О “невидимом труде” женщин 24:46 О важности договоренности 27:33 Декрет делить на двоих? 30:00 О воспитании детей разного пола 32:00 На чьих плечах лежит обеспечение семьи? 33:00 Об эмоциональности мужчин и слабость 34:14 О противоречивости общества 34:50 Как выделить бытовой сексизм? 37:35 О физических различиях мужчин и женщин 38:25 Мы - продукты культуры 39:30 Почему важно говорить о своих желаниях?  #женсовет #дискуссии #феминизм #бытовойсексизм","Массовая культура: Юмор и сатира, Семья и отношения"
41cf36061f6b88cb700d0e6f9c7cf6c6,"""Фертоинг"" в ГрандТуре ""Байкальская миля 2021"": село Тарбагатай, Республика Бурятия",Село Тарбагатай – это уникальная община старообрядцев. Команда «Фертоинг» рассказывает о быте местных жителей.,"Путешествия, События и достопримечательности"
21bce37163a4a8c228b33f42510ebd76,Тру ДЕТЕКТОР I #3,"Вы смотрите самое несерьезное шоу с детектором лжи Тру ДЕТЕКТОР! Шоу в котором Кристи Крайм и её молчаливый друг приглашают в гости известных людей и задают им неудобные вопросы под пристальным взором полиграфа.  В этом выпуске, в логово Кристи и Мистера Молчуна попал Егорик и его команда, Шкред раскрыл, как он относится к своему контенту и подписчикам, а так же ответил хочет ли он вернуться в команду Влада Бумаги А4. Обо всем этом вы  Узнаёте в выпуске.  Что скрывают звёзды и их ближайшее окружение? Какие вопросы они зададут друг другу? И кто окажется самым лживым в компании? Все это узнаёте в шоу Тру Детектор!",Массовая культура: Юмор и сатира
21c8bed61bc017e49828354f9e4b0fee,История быта I Выпуск 7 I Вселенная чая,"Почему когда-то было опасно возить чай из Китая в Россию? Сколько видов чая можно получить из одного чайного куста? И какие этапы он проходит от созревания до нашей чашки? Всё, что вы не знали о чае – в нашем выпуске “История быта”. По вопросам рекламы пишите на email",Еда и напитки: Безалкогольные напитки
01dcabe37935dbbffd389c22c327f361,"МультНайтШоу. Выпуск 1. В гостях Джо Байден, поет Мультимати","МультНайтШоу - юмористическое нарисованное вечернее шоу, где обсуждаются актуальные новости страны и мира, в гости приходят герои настоящего, прошлого и даже будущего.В первом выпуске мы обсудим актуальные новости недели, посмотрим анимационную версию нового сериала «Дом Дракона», пригласим в нашу студию небезызвестного президента США Джо Байдена, увидим новый клип от Мультимати и многое другое.","Массовая культура: Юмор и сатира, Новости и политика: Международные новости"
b1de3019dd275adf1f757eecd0609147,"Такой расклад. Эфир 21 | Таро | Ответы на ваши вопросы о том, что волнует здесь и сейчас","В этом выпуске шоу «Такой расклад» вы увидите таролога Ксению Pro_Taro в компании ведущей Янины Студилиной. Встречаемся в 20:00! Задавайте вопросы о том, что волнует вас на данный момент – в чате во время трансляции и по ссылкам: Telegram-бот   Официальная страница RUTUBE -23459697_147957  Включайте прямые эфиры с картами Таро и рунами каждый понедельник, вторник и четверг в 20:00! По вопросам рекламы пишите на email",Религия и духовность: астрология
b1ebd4186a8cfc77d135b8778c7f9420,Люди у которых клюет I # 3 I Отправились за щукой на реку. Ловля на воблеры. Приготовили Хот-Доги,"Отправились с парнями за щукой на реку Крутец. Половили на воблеры. Рецепт хот-догов на природе. Смотрите, как это было!",Спорт: Рыбалка
e1fd71fc161933ac2bb9ad430f316d4d,МАКСИМ НАРОДНЫЙ Выпуск №13 ГОТОВИМ ЧАШУШУЛИ ПО-ГРУЗИНСКИ,Предлагаю подписчикам приготовить чашушули по-грузински.,Еда и напитки: Кулинария
51f1435413c4e6ef79f6346e6ddc6c51,А КАК У НИХ? | Удмуртия,"В этом выпуске мы отправимся в Удмуртию, чтобы узнать, какая она, любовь по-удмуртски. Хотите узнать, почему удмурты не делают первый шаг к отношениям, сколько детей должно быть в семье и какие у них традиции? Тогда присоединяетесь к нашему путешествию, и мы вместе раскроем тайну «А КАК У НИХ».",Массовая культура: Юмор и сатира
21cdb40aeec162817f0ae165ba07defc,Родное. Водоросли,"Кредитная карта Альфа-Банка с бесплатным снятием наличных. Оформите онлайн и получайте суперкэшбэк рублями каждый месяц:  Им сотни миллионов лет и они старше деревьев. Водоросли спасают мировой океан от загрязнения, и возможно спасут планету от голода. Ведущие шоу “Родное” Наталья Попова и Роман Юнусов разберутся, кто ныряет за водорослями и как из них производят разнообразные полезные товары.",Бизнес и финансы: Промышленность и сфера услуг
6214676f83a6217f2b7667119c5f1bc5,Мама 21 века| Выпуск 4| Выезд ребенка за границу,"При выезде с ребёнком за границу нужно иметь определенные документы, без которых осуществить путешествие невозможно. Как подготовиться к поездке, о чем стоит позаботиться родителям и какие документы брать? Об этом  в сегодняшнем выпуске «Мама-21 века» расскажет Марина Дворникова.",Семья и отношения
